concept_id,record_count
2744395,46360
2744396,1280
2744397,1390
2744398,6830
2744399,1570
2744401,3920
2744402,9110
2744405,8720
2744407,19350
2744408,19350
2744409,31140
2744411,36570
2744412,68720
2744415,79290
2744416,1540
2744417,3320
2744418,4910
2744419,20730
2744421,4850
2744422,15230
2744425,7840
2744427,2390
2744428,3660
2744429,16740
2744431,3690
2744432,11490
2744435,4820
2744440,62960
2744441,100170
2744442,20350
2744443,27120
2744444,30040
2744445,55020
2744446,44680
2744447,64840
2744448,1150
2744449,2150
2744450,32400
2744451,41490
2744452,13250
2744454,12680
2744455,1080
2744456,4260
2744463,7600
2744464,1200
2744466,1500
2744475,2330
2744481,1680
2744500,1340
2744503,1040
2744504,40700
2744506,1230
2744507,3100
2744522,2900
2744568,2160
2744574,1390
2744619,3030
2744620,1820
2744621,3270
2744622,4570
2744623,21120
2744624,7520
2744638,5580
2744640,4050
2744641,19770
2744642,3900
2744644,42680
2744645,28800
2744646,2510
2744647,16010
2744648,2940
2744650,41230
2744651,22190
2744653,3640
2744656,1400
2744659,1410
2744662,1200
2744665,1270
2744669,22890
2744674,5070
2744679,36550
2744684,19150
2744689,20600
2744694,39240
2744696,1090
2744717,5060
2744720,30600
2744721,1900
2744723,4980
2744726,22370
2744727,1920
2744792,1540
2744801,1700
2744819,1460
2744852,6200
2744853,1500
2744854,2350
2744855,5920
2744856,44120
2744872,1190
2744873,6880
2744875,6440
2744892,50160
2744897,18540
2744902,12730
2744907,40220
2744908,2020
2744910,5640
2744912,9350
2744913,1720
2744915,2040
2744917,15180
2744918,4630
2744920,5970
2744922,32090
2744923,1000
2744925,2390
2744927,18860
2744932,2540
2744933,4690
2744935,10150
2744937,13460
2744938,5940
2744940,16560
2744942,6650
2744943,7990
2744945,22410
2744947,15560
2744949,1120
2745031,1080
2745043,1750
2745049,11980
2745052,2770
2745058,12100
2745067,2260
2745076,2340
2745087,1770
2745090,1720
2745093,1460
2745102,1400
2745117,1520
2745120,1990
2745123,2400
2745140,25380
2745141,6620
2745143,13790
2745144,3350
2745146,9230
2745154,2320
2745155,38580
2745156,1160
2745157,1650
2745158,6450
2745159,50130
2745160,2640
2745161,42970
2745162,1220
2745164,4280
2745165,52770
2745292,2210
2745301,2260
2745310,1960
2745318,1950
2745334,1380
2745340,2590
2745440,2810
2745444,4218920
2745447,802500
2745483,17700
2745491,15350
2745499,1300
2745507,5520
2745514,2010
2745515,19100
2745532,1600
2745534,1050
2745560,1660
2745566,2340
2745572,1420
2745574,1340
2745668,5120
2745669,13620
2745670,1670
2745722,3440
2745723,140320
2745731,1890
2745732,1360
2745733,12270
2745748,1150
2745752,1060
2745763,1530
2745766,1660
2745769,1080
2745836,4900
2745839,1000
2745840,2360
2745844,12860
2745855,2360
2745859,10320
2745870,3570
2745873,1020
2745874,6370
2745880,5860
2745915,1220
2745924,1180
2745942,929920
2745943,9410
2745944,11300
2745945,9140
2745946,15460
2745947,1380
2745948,6690
2745949,3210
2745950,12460
2745951,1830
2745969,1040
2745975,2170
2745976,2530
2745978,1660
2745979,25140
2745980,1710
2745981,3740
2745982,5160
2745984,3500
2746003,1320
2746005,1680
2746008,2010
2746018,3260
2746020,4300
2746024,1270
2746113,3870
2746119,1150
2746140,2870
2746146,2330
2746169,250910
2746170,2740
2746171,2770
2746172,1750
2746173,3550
2746175,1020
2746176,1320
2746177,12520
2746205,1720
2746225,3490
2746226,1920
2746228,2640
2746229,19140
2746230,1520
2746231,4060
2746232,3100
2746234,2120
2746238,4300
2746239,1290
2746240,11580
2746241,26830
2746242,14650
2746243,138720
2746244,14920
2746245,6090
2746246,23670
2746247,1020
2746250,7890
2746251,2380
2746252,17040
2746253,3900
2746254,1720
2746255,9250
2746256,8220
2746257,3250
2746258,51650
2746259,2530
2746260,1190
2746261,6010
2746265,1880
2746267,5150
2746270,3540
2746271,3940
2746272,1170
2746273,15850
2746276,2910
2746302,4260
2746356,2130
2746414,3550
2746428,9620
2746429,2180
2746457,1960
2746495,1430
2746496,1240
2746502,11260
2746503,2710
2746504,9250
2746505,49750
2746506,5280
2746507,9300
2746508,8620
2746509,2020
2746510,7260
2746513,8570
2746517,1040
2746520,76660
2746521,2690
2746523,8950
2746530,91920
2746531,3690
2746533,26440
2746537,7390
2746540,527920
2746541,11490
2746542,1350
2746543,11690
2746560,2060
2746567,2210
2746572,3570
2746575,5400
2746577,3520
2746580,28200
2746582,90190
2746584,1620
2746585,1480
2746587,2050
2746590,525340
2746591,2350
2746592,228100
2746594,1100
2746595,16880
2746597,8800
2746600,40810
2746602,20940
2746605,71930
2746607,36970
2746610,23900
2746612,1560
2746620,6140
2746621,54540
2746630,3460
2746638,6680
2746639,52130
2746653,1160
2746654,1380
2746709,15460
2746734,2910
2746745,11170
2746748,164050
2746749,8440
2746750,1550
2746751,22830
2746754,1170
2746755,5540
2746758,496680
2746759,30800
2746760,41470
2746761,15440
2746762,194250
2746763,1810
2746764,2260
2746766,3535960
2746767,8880
2746768,122920
2746770,1030
2746772,2960
2746773,2128000
2746774,66260
2746775,5060
2746776,12940
2746779,1290
2746780,1710
2746783,572640
2746784,12190
2746785,20930
2746786,577030
2746789,4190
2746790,107060
2746793,51960
2746794,2410
2746795,3590
2746796,83190
2746799,2280
2746800,5900
2746803,1320880
2746804,30140
2746805,5750
2746806,189600
2746809,1810
2746810,302650
2746811,3840
2746812,261630
2746831,1440
2746849,2440
2746855,5140
2746863,2790
2746896,2090
2746897,1560
2746898,5490
2746899,5300
2746904,2800
2746905,3040
2746907,1720
2746912,1040
2746913,82520
2746914,85830
2746915,18660
2746916,58770
2746921,87970
2746933,3270
2746934,6610
2746936,5760
2746937,7490
2746962,2320
2746977,205370
2746979,1630
2746981,2540
2746998,37510
2747002,1600
2747004,28440
2747007,77860
2747008,1940
2747009,9960
2747010,616960
2747013,2880
2747014,65720
2747015,1400
2747017,285210
2747018,4550
2747020,1590
2747024,1240
2747027,23670
2747028,21110
2747029,1070
2747030,86810
2747034,27810
2747037,755640
2747038,299570
2747040,30960
2747044,27230
2747047,50700
2747048,6400
2747050,19510
2747054,12020
2747057,83260
2747058,4980
2747059,2360
2747060,98750
2747063,1850
2747064,70510
2747067,191270
2747068,91080
2747069,7020
2747070,3260
2747073,40790
2747082,3790
2747091,8580
2747100,2540
2747109,2250
2747115,2050
2747118,3620
2747123,4700
2747150,2290
2747168,1610
2747215,1680
2747219,1060
2747227,141080
2747229,1940
2747230,5840
2747244,41270
2747247,5960
2747260,2010
2747261,4900
2747264,1190
2747266,1070
2747267,48630
2747271,24660
2747274,303500
2747275,154740
2747276,3830
2747277,114010
2747280,1130
2747281,50290
2747284,307100
2747285,158800
2747286,14540
2747287,166520
2747290,1240
2747291,48640
2747294,214800
2747295,91840
2747296,15330
2747297,610250
2747300,7180
2747301,327240
2747303,1000
2747304,467000
2747305,164340
2747306,9340
2747307,124320
2747308,2460
2747309,1850
2747310,4230
2747311,93160
2747312,20720
2747313,9740
2747314,328240
2747315,102240
2747316,1620
2747317,13190
2747319,1300
2747321,1910
2747322,2150
2747323,3310
2747324,22650
2747326,74410
2747328,27960
2747331,8450
2747333,5520
2747336,6830
2747338,4620
2747341,21240
2747343,19020
2747346,3690
2747348,7040
2747351,5460
2747353,3150
2747356,19560
2747358,27200
2747361,7380
2747363,5330
2747366,34850
2747368,45790
2747371,8520
2747373,4680
2747385,29880
2747387,42520
2747388,4230
2747390,8740
2747391,15780
2747393,6970
2747402,1640
2747429,3440
2747435,1280
2747464,3500
2747473,250780
2747474,3170
2747475,6740
2747477,1240
2747486,88310
2747487,1380
2747488,16390
2747498,1420
2747502,3900
2747503,261500
2747504,1370
2747505,2430
2747506,95320
2747512,2760
2747522,3750
2747523,3820
2747524,6480
2747526,1280
2747531,9570
2747532,45500
2747533,4110
2747535,2700
2747536,9420
2747537,2140
2747538,7150
2747542,1360
2747543,15380
2747544,37290
2747545,6970
2747547,3970
2747548,6930
2747549,31100
2747550,61580
2747551,10200
2747553,21420
2747554,16210
2747560,13880
2747565,8780
2747570,16030
2747575,3710
2747580,25720
2747581,18050
2747583,3460
2747585,64970
2747593,14690
2747603,11560
2747604,2550
2747607,1320
2747608,21240
2747609,1080
2747618,27760
2747621,1010
2747623,114530
2747624,1240
2747625,1430
2747627,1030
2747628,14660
2747637,12130
2747643,9640
2747646,33840
2747647,1670
2747719,2360
2747724,3710
2747729,4950
2747734,55160
2747739,6870
2747744,3060
2747749,46320
2747754,16300
2747759,1590
2747769,5680
2747777,65280
2747783,3880
2747784,8830
2747786,2110
2747789,4220
2747793,11440
2747794,3280
2747796,1400
2747798,2730
2747799,3870
2747801,1160
2747807,3780
2747809,1290
2747813,1190
2747828,6260
2747838,1560
2747839,1080
2747877,1600
2747882,5790
2747893,8860
2747897,1730
2747898,3310
2747902,1400
2747903,7720
2747905,1680
2747926,1170
2747929,1580
2747931,2000
2747955,2080
2747956,1290
2747976,10220
2747977,62770
2747986,8650
2747991,3600
2747996,1760
2748001,3770
2748006,6280
2748012,1440
2748022,1050
2748025,4310
2748027,2200
2748037,2830
2748039,1090
2748045,1690
2748049,4630
2748050,2170
2748053,27020
2748054,5370
2748060,1140
2748070,7260
2748073,10200
2748075,5350
2748104,4010
2748105,6060
2748114,3920
2748115,3800
2748116,1660
2748117,2380
2748119,2840
2748120,4340
2748122,1850
2748123,2420
2748125,3080
2748126,4670
2748173,1140
2748230,16660
2748239,4120
2748240,8960
2748246,1260
2748248,1580
2748249,12770
2748250,55100
2748258,2540
2748259,12450
2748260,38560
2748265,1400
2748267,1740
2748268,15880
2748269,21600
2748270,117920
2748276,1160
2748279,14970
2748280,44660
2748282,3860
2748286,12560
2748289,6060
2748290,20000
2748366,1010
2748368,1510
2748369,3670
2748383,1620
2748388,1720
2748401,1170
2748403,1680
2748404,9750
2748407,1160
2748409,1730
2748410,9680
2748422,21570
2748423,42360
2748424,2450
2748469,3300
2748471,5110
2748493,1770
2748502,31800
2748503,14740
2748512,4330
2748513,12800
2748523,7380
2748542,1210
2748543,5050
2748580,1060
2748586,1900
2748589,2090
2748593,8190
2748594,1740
2748595,196590
2748600,1005410
2748604,2430
2748605,194900
2748607,28250
2748609,674730
2748611,1100
2748612,2780
2748613,171730
2748616,34850
2748617,59440
2748618,3750
2748632,7970
2748633,1340
2748641,2390
2748642,418860
2748645,1110
2748647,1840
2748648,69570
2748649,3950
2748651,20930
2748661,1080
2748684,2130
2748686,1580
2748724,1600
2748726,11690
2748765,1290
2748775,1400
2748784,3320
2748785,2450
2748794,2960
2748795,1710
2748804,15730
2748805,10410
2748823,4430
2748835,1910
2748843,22060
2748846,1390
2748847,9920
2748851,32500
2748855,98510
2748859,27110
2748863,45620
2748867,22930
2748888,3110
2748909,161680
2748944,6720
2748968,1200
2748981,2750
2748982,4140
2748983,146180
2748984,1850
2748985,3360
2748988,5240
2748989,12940
2748992,2210
2748994,4360
2748999,1820
2749002,5830
2749003,22500
2749004,1417860
2749005,6030
2749009,2820
2749010,2810
2749011,4740
2749012,19240
2749019,5430
2749021,4080
2749023,4330
2749025,29860
2749027,8130
2749028,37360
2749030,79820
2749032,4210
2749033,4980
2749034,1380
2749049,2830
2749092,2010
2749115,7370
2749117,30420
2749118,42390
2749119,2936220
2749121,10530
2749122,1270
2749123,23180
2749124,1430
2749125,56320
2749127,23340
2749128,1660
2749129,121240
2749130,5600
2749131,1482670
2749132,5780
2749139,3420
2749144,6420
2749201,7080
2749209,1290
2749219,9540
2749237,2730
2749238,18240
2749239,10660
2749240,3930
2749259,3440
2749260,11340
2749261,73010
2749272,1000
2749273,1050
2749286,1040
2749289,1230
2749302,2070
2749303,4270
2749304,31150
2749306,5940
2749307,16730
2749309,2600
2749310,11910
2749312,3570
2749313,502140
2749315,9150
2749316,12010
2749317,8390
2749318,36610
2749328,7090
2749330,2300
2749332,2040
2749334,3800
2749336,11720
2749338,20480
2749341,66960
2749422,8750
2749423,1100
2749424,30380
2749425,5790
2749427,25880
2749428,5950
2749430,1190
2749431,2820
2749433,3150
2749434,3690
2749436,5220
2749437,1380
2749442,1140
2749443,6520
2749445,14370
2749446,1300
2749482,1550
2749511,25970
2749512,24410
2749513,5730
2749514,1100
2749515,1520
2749516,2950
2749518,1190
2749530,1330
2749531,2010
2749533,6980
2749534,2020
2749539,1040
2749545,3660
2749546,4440
2749548,2520
2749549,4840
2749559,2380
2749560,3940
2749561,4650
2749563,2030
2749564,1740
2749567,2280
2749578,1100
2749602,1110
2749603,1300
2749606,1770
2749615,1730
2749616,1920
2749619,1450
2749630,142390
2749667,2010
2749673,1560
2749679,31340
2749680,6990
2749683,1220
2749689,33330
2749690,7290
2749699,10230
2749700,3920
2749701,2870
2749703,12270
2749704,3120
2749705,2840
2749706,1840
2749709,521660
2749710,190860
2749716,1110
2749719,7570
2749720,10710
2749795,31140
2749797,43140
2749799,121410
2749801,3500
2749803,10900
2749805,4160
2749807,3930
2749809,6360
2749811,8460
2749850,6070
2749851,1880
2749853,1840
2749862,81360
2749865,22230
2749874,4060
2749877,7850
2749886,3100
2749889,1960
2749910,3080
2749912,1240
2749918,116240
2749919,11280
2749935,4650
2749937,5990
2749938,63110
2749939,18250
2749940,10580
2749941,2740
2749942,1440
2749943,2380
2749945,2330
2749946,1050
2749947,49340
2749948,14610
2749949,8320
2749950,1220
2749956,19650
2749957,5990
2749958,2960
2749962,3610
2749965,208200
2749966,2820
2749967,6770
2749968,7300
2749970,6710
2749974,18540
2750039,6190
2750042,1890
2750044,2700
2750054,1490
2750064,6190
2750066,5380
2750083,16640
2750085,3340
2750086,3050
2750092,3190
2750097,1670
2750098,8940
2750100,2400
2750105,2730
2750162,1860
2750165,1180
2750177,1400
2750180,18720
2750189,1420
2750195,1390
2750207,4860
2750210,82830
2750212,2120
2750213,4760
2750216,1730
2750219,9160
2750220,3170
2750221,8010
2750238,1250
2750271,1410
2750291,1760
2750302,7080
2750303,1540
2750304,21130
2750310,1410
2750312,1690
2750314,1140
2750316,1100
2750345,3780
2750353,1350
2750354,2220
2750378,2890
2750381,2300
2750390,3260
2750393,2940
2750394,4030
2750425,1810
2750427,10830
2750440,1600
2750441,1120
2750442,1690
2750458,8040
2750460,5750
2750461,31360
2750462,9250
2750463,7130
2750464,14810
2750465,4250
2750466,10930
2750468,51330
2750469,48020
2750470,306740
2750471,1210
2750472,134620
2750473,18910
2750474,24660
2750475,84870
2750476,252050
2750478,31280
2750479,24820
2750480,34340
2750481,79850
2750482,120210
2750484,91500
2750485,21340
2750560,2470
2750561,13080
2750562,2120
2750563,7230
2750564,33300
2750567,1380
2750570,1550
2750571,4090
2750572,5460
2750573,22170
2750575,2580
2750576,9320
2750577,1280
2750578,3990
2750579,17280
2750580,2690
2750581,4640
2750582,27670
2750583,9900
2750584,9070
2750585,61910
2750586,3270
2750587,3950
2750588,27000
2750589,1760
2750590,3600
2750591,18920
2750592,1050
2750593,3170
2750594,23020
2750595,1570
2750596,3360
2750597,21120
2750598,1120
2750599,5050
2750600,32980
2750602,5020
2750603,36960
2750604,1460
2750605,6260
2750606,34600
2750608,4680
2750609,31130
2750610,1600
2750611,3890
2750632,2260
2750675,1680
2750676,13310
2750679,1660
2750680,25690
2750689,1040
2750699,2230
2750702,1640
2750711,1630
2750712,18730
2750713,2110
2750716,1920
2750719,30180
2750720,1130
2750729,13440
2750730,1070
2750739,3110
2750764,610910
2750765,1370
2750767,48710
2750804,18150
2750805,2190
2750806,3440
2750807,17600
2750808,1140
2750809,4260
2750810,25580
2750811,1490
2750812,5940
2750813,26590
2750815,5530
2750816,22730
2750818,5200
2750819,23980
2750822,7260
2750825,2270
2750826,5460
2750827,5700
2750828,25180
2750829,5930
2750830,9650
2750831,11420
2750840,1670
2750841,4570
2750842,5410
2750843,23140
2750844,6220
2750845,12060
2750846,11490
2750855,1770
2750856,1480
2750858,2740
2750861,1130
2750873,34360
2750877,3790
2750879,170240
2750883,6960
2750899,1070
2750903,15740
2750905,2720
2750908,1240
2750909,1110
2750942,13050
2750943,311200
2750944,21970
2750946,12710
2750947,84490
2750949,3150
2750951,1390
2750955,2490
2750958,3350
2750960,3860
2750965,7520
2750970,8110
2750973,1900
2750975,8470
2750976,4620
2750977,1300
2750978,8880
2750980,600830
2750985,5690
2750990,15950
2751044,11380
2751045,1070
2751056,1260
2751059,15270
2751060,3980
2751061,19520
2751062,25000
2751063,68750
2751064,22510
2751065,94720
2751066,28150
2751067,31780
2751068,30980
2751069,37110
2751070,5770
2751071,66990
2751072,5920
2751073,101410
2751075,5550
2751076,1080
2751077,214310
2751078,17960
2751079,49860
2751080,44850
2751086,1740
2751087,4860
2751088,18280
2751089,51240
2751090,45670
2751096,1760
2751097,4700
2751098,7300
2751099,25500
2751100,4400
2751107,2610
2751108,1910
2751118,2280
2751140,1230
2751191,3530
2751193,1410
2751223,1180
2751247,1030
2751318,167830
2751319,11620
2751320,1570
2751321,1990
2751322,3190
2751323,7510
2751324,11520
2751325,12310
2751326,8510
2751327,4970
2751328,4670
2751329,3860
2751330,4220
2751331,4350
2751332,5450
2751333,7990
2751334,9330
2751335,6660
2751336,6650
2751337,20410
2751338,21220
2751339,29970
2751340,31860
2751341,5400
2751342,22540
2751346,20200
2751347,1320
2751355,21650
2751356,1320
2751364,87400
2751464,2550
2751476,12300
2751496,3900
2751552,10800
2751561,11730
2751601,4450
2751602,14840
2751603,7120
2751604,20760
2751606,3320
2751608,3450
2751609,5940
2751610,11250
2751611,19140
2751612,50980
2751613,25710
2751614,45260
2751615,31240
2751616,111880
2751617,5560
2751618,29790
2751619,1760
2751620,20270
2751621,4090
2751622,30000
2751623,15680
2751624,11210
2751625,19120
2751626,12800
2751627,13030
2751628,10590
2751629,15810
2751630,18920
2751631,3730
2751697,5550
2751698,1240
2751699,3850
2751703,59090
2751705,4300
2751706,2280
2751707,6020
2751709,95170
2751714,36060
2751715,1240
2751717,2770
2751720,71880
2751748,1530
2751765,3040
2751839,2000
2751840,2540
2751844,1390
2751846,1610
2751854,2200
2751855,2230
2751858,1560
2751859,2240
2751860,3130
2751861,2440
2751864,6270
2751869,6810
2751874,1430
2751903,1530
2751921,2820
2751941,5070
2751947,1290
2752014,10050
2752015,76220
2752017,3690
2752018,16270
2752019,177190
2752020,1020
2752021,8280
2752024,1380
2752026,1270
2752027,7720
2752028,7240
2752030,1160
2752031,7260
2752032,1540
2752033,9270
2752034,6060
2752037,5620
2752045,3020
2752051,2230
2752078,2630
2752082,3060
2752085,1350
2752087,1610
2752090,22040
2752095,1520
2752096,8310
2752097,17650
2752098,6880
2752104,1830
2752106,1390
2752107,2030
2752109,6730
2752110,13590
2752112,1230
2752115,1080
2752116,10210
2752125,8070
2752126,11300
2752127,1190
2752128,5960
2752134,1240
2752135,14560
2752136,55940
2752147,6740
2752152,5910
2752157,8650
2752162,3810
2752167,9070
2752176,5450
2752182,1590
2752185,7120
2752194,6430
2752195,9080
2752198,2210
2752217,13990
2752219,15920
2752220,1870
2752222,1680
2752225,4690
2752226,3010
2752228,14240
2752248,1030
2752264,1700
2752271,8070
2752289,1340
2752290,7980
2752291,15050
2752295,3520
2752296,10470
2752297,15610
2752302,3270
2752308,4290
2752314,4140
2752320,6530
2752326,4010
2752332,3870
2752338,6090
2752339,4930
2752341,14780
2752343,9970
2752344,54860
2752346,6740
2752348,8630
2752349,57120
2752350,1440
2752351,60140
2752353,51240
2752354,12790
2752356,10650
2752358,3520
2752359,228380
2752360,1070
2752361,28840
2752363,2320
2752364,82800
2752366,9110
2752368,26140
2752369,48110
2752371,14720
2752373,4390
2752374,74140
2752376,8320
2752378,1920
2752384,29410
2752386,8150
2752388,1300
2752389,1750
2752394,2240
2752396,1000
2752399,10650
2752401,3580
2752403,2730
2752404,16920
2752414,1980
2752423,3830
2752432,2700
2752441,3570
2752450,1990
2752459,1730
2752470,3240
2752477,5400
2752481,2120
2752485,1790
2752489,1020
2752495,6240
2752498,15860
2752504,8790
2752513,3380
2752525,1730
2752592,10590
2752596,3580
2752597,23270
2752599,5490
2752601,1780
2752602,15170
2752604,5120
2752606,1340
2752607,33980
2752609,15010
2752611,3780
2752612,112260
2752613,1350
2752614,17520
2752615,11500
2752616,8090
2752617,13210
2752618,1290
2752620,4670
2752621,2540
2752622,11610
2752623,912160
2752626,32210
2752628,1450
2752632,76890
2752634,36020
2752635,3840
2752637,1260
2752706,21170
2752707,16810
2752710,2580
2752722,137040
2752725,3990
2752754,1620
2752772,32650
2752822,22690
2752873,3030
2752874,2720
2752878,17560
2752879,17310
2752881,2170
2752883,5800
2752884,1960
2752888,8460
2752889,5070
2752893,22260
2752894,8670
2752895,2020
2752898,12730
2752899,4800
2752903,1910
2752908,8290
2752909,5000
2752913,18800
2752914,10100
2752937,1000
2752938,1310
2752968,9520
2752980,1110
2752984,2300
2752987,1700
2752993,27200
2752995,2120
2752996,12370
2752999,5780
2753020,7190
2753022,1400
2753040,2230
2753108,12750
2753112,16590
2753113,6130
2753115,2260
2753117,24060
2753118,20530
2753119,1100
2753121,1380
2753132,4290
2753133,2120
2753136,14310
2753137,7400
2753140,7700
2753141,5460
2753144,4490
2753145,3040
2753148,25950
2753149,7560
2753152,3220
2753153,2260
2753156,106450
2753157,21280
2753160,29500
2753161,3620
2753164,25960
2753165,3620
2753168,35680
2753169,17670
2753172,2240
2753173,1520
2753176,68530
2753177,93840
2753201,8230
2753241,18890
2753370,476390
2753371,364510
2753374,122740
2753375,63560
2753378,158820
2753379,67620
2753382,463630
2753383,2573930
2753385,4120
2753386,41380
2753387,23880
2753390,40330
2753391,19520
2753394,30410
2753395,14930
2753398,654470
2753399,527330
2753401,3650
2753402,99740
2753403,77940
2753404,2260
2753405,2420
2753406,17500
2753407,4170
2753412,11640
2753414,2620
2753452,1560
2753453,3830
2753459,3900
2753460,19570
2753461,1180
2753476,1670
2753481,2060
2753487,1510
2753498,5320
2753499,1320
2753500,48670
2753501,5400
2753502,19060
2753503,4020
2753504,481610
2753505,4824790
2753518,4000
2753534,32180
2753535,2480
2753587,7030
2753599,2550
2753601,4200
2753603,7200
2753605,3310
2753609,4240
2753612,9320
2753613,23920
2753616,25470
2753617,40090
2753618,23250
2753619,28890
2753621,1430
2753633,1800
2753643,1720
2753645,2570
2753648,1890
2753649,2180
2753657,3390
2753667,1680
2753669,63650
2753670,2150
2753672,40300
2753673,1810
2753679,1340
2753681,17900
2753684,6940
2753695,1000
2753697,1190
2753698,17070
2753704,1030
2753707,6190
2753709,8580
2753711,59280
2753715,3640
2753718,9530
2753719,2800
2753720,6380
2753721,8420
2753722,2540
2753723,4980
2753724,5030
2753725,1570
2753726,1960
2753755,62070
2753758,5650
2753759,1360
2753766,9840
2753768,39990
2753769,128060
2753770,1070
2753773,2500
2753776,35170
2753781,1620
2753786,5230
2753787,4310
2753792,1940
2753797,4580
2753798,10170
2753804,3620
2753815,3490
2753818,1390
2753822,1620
2753824,5300
2753825,1860
2753826,1640
2753827,1110
2753831,1040
2753833,4210
2753840,2240
2753842,3980
2753851,5880
2753860,3080
2753869,9300
2753875,9270
2753880,1690
2753903,5780
2753904,19030
2753909,1060
2753910,1120
2753911,4440
2753912,26100
2753919,2990
2753920,27570
2753926,2590
2753927,2310
2753928,16890
2753934,1200
2753935,2610
2753936,19350
2753937,12400
2753945,1020
2753951,1440
2753956,2070
2753957,1880
2753958,1630
2753959,1400
2753960,1540
2753962,3110
2753963,5380
2753964,45300
2753965,56620
2753966,219460
2753972,2180
2753987,2110
2754002,5530
2754003,4330
2754004,1460
2754017,2960
2754023,1260
2754025,53480
2754026,13040
2754027,232150
2754028,16050
2754029,5040
2754031,3760
2754033,5550
2754034,1200
2754035,81260
2754037,56820
2754038,4440
2754039,3150
2754041,2770
2754043,55740
2754044,9410
2754045,3370
2754047,4640
2754049,7730
2754050,2030
2754051,14170
2754052,2580
2754053,10950
2754054,1620
2754055,13710
2754056,2040
2754057,9700
2754059,10810
2754060,1440
2754061,25620
2754062,2700
2754063,20890
2754064,3100
2754065,14540
2754066,3970
2754067,14220
2754068,2550
2754070,2400
2754074,14770
2754079,1480
2754080,8720
2754081,1420
2754086,1320
2754091,1750
2754092,4960
2754097,3590
2754098,10260
2754103,5590
2754104,14040
2754109,6630
2754110,35870
2754111,3830
2754116,18370
2754122,31080
2754128,9580
2754134,5920
2754136,1610
2754137,2150
2754138,21140
2754139,15370
2754148,1030
2754155,1740
2754156,8780
2754163,5100
2754164,5490
2754171,1830
2754172,6850
2754179,1460
2754180,10400
2754187,1010
2754188,4040
2754195,1560
2754196,5690
2754254,2780
2754265,6980
2754271,2550
2754277,2450
2754283,1350
2754295,3030
2754329,1420
2754330,21320
2754331,3890
2754335,1710
2754336,55130
2754337,3550
2754341,1030
2754342,13860
2754343,1080
2754347,2210
2754348,14590
2754354,26300
2754360,20360
2754361,1070
2754366,25000
2754371,5270
2754372,332720
2754373,4070
2754374,1170
2754377,1160
2754378,87640
2754379,4680
2754380,1100
2754383,25170
2754384,45390
2754385,6830
2754467,1230
2754468,2620
2754491,16400
2754492,13580
2754493,1160
2754494,1140
2754495,4550
2754496,17430
2754497,4930
2754498,12340
2754499,4350
2754500,3700
2754501,4730
2754502,1950
2754503,1920
2754504,2150
2754505,2960
2754506,7580
2754507,4970
2754508,8220
2754509,4730
2754510,7610
2754511,7660
2754512,9250
2754513,20250
2754517,1590
2754560,1410
2754566,1510
2754578,2020
2754580,2360
2754584,28380
2754585,69300
2754586,4610
2754590,8050
2754591,54000
2754592,2110
2754596,6080
2754597,51210
2754598,1470
2754603,64530
2754609,73800
2754621,2150
2754624,2040
2754636,1280
2754639,1080
2754706,1000
2754709,1000
2754712,1200
2754715,1980
2754716,6410
2754717,4350
2754729,2070
2754731,2080
2754738,9990
2754740,37360
2754742,2090
2754744,5520
2754759,2160
2754779,2260
2754785,2830
2754802,1270
2754806,1700
2754809,2040
2754813,5640
2754814,2930
2754831,12270
2754832,2180
2754834,2770
2754848,1770
2754857,1360
2754860,1310
2754863,1940
2754864,2370
2754872,1230
2754875,1740
2754878,1900
2754881,2450
2754884,1970
2754901,1550
2754949,1920
2754958,1170
2754992,1860
2755002,1630
2755004,4060
2755006,1870
2755014,1350
2755016,8210
2755018,6470
2755020,4480
2755022,1590
2755082,1450
2755088,2470
2755094,2280
2755098,1890
2755225,1740
2755226,1050
2755227,10120
2755229,1030
2755230,1880
2755231,17380
2755232,6090
2755233,68450
2755234,1980
2755235,2660
2755236,10430
2755237,10920
2755238,3830
2755239,35220
2755240,1820
2755241,3890
2755242,5570
2755243,8690
2755244,3660
2755245,40430
2755246,2220
2755247,3880
2755248,6320
2755249,2970
2755250,1870
2755251,28960
2755252,2420
2755253,2260
2755254,3990
2755255,14310
2755256,5080
2755257,54760
2755258,4760
2755259,9330
2755260,8360
2755261,10680
2755262,6740
2755263,81050
2755264,18050
2755265,6940
2755266,16420
2755267,8440
2755268,8400
2755269,96470
2755270,4910
2755271,3690
2755272,10300
2755273,9470
2755274,4390
2755275,44060
2755276,1600
2755277,1060
2755278,5690
2755279,6640
2755280,6210
2755281,42840
2755282,23030
2755283,5160
2755284,13170
2755285,2480
2755293,11710
2755313,2030
2755315,1900
2755317,5710
2755318,1920
2755319,1010
2755323,3160
2755330,1320
2755377,4240
2755381,3420
2755385,10500
2755389,10980
2755393,5580
2755397,18760
2755413,1030
2755444,4900
2755447,7890
2755450,4810
2755453,3570
2755456,16330
2755457,6200
2755459,19450
2755460,4930
2755468,4380
2755469,1090
2755471,3860
2755474,4590
2755477,5610
2755481,2340
2755482,31460
2755484,1110
2755485,3660
2755486,4050
2755487,3480
2755488,45200
2755489,1120
2755490,1910
2755491,3520
2755492,2220
2755493,6040
2755494,71880
2755496,1890
2755497,5500
2755498,2680
2755499,5020
2755500,54150
2755502,1910
