concept_id,record_count
79897,141830
79898,1900190
79903,1595610
79904,243780
79905,40160
79908,335351480
79909,12550
79914,103850
79915,51050
79916,5612780
79917,3536810
79930,19500
79936,3434330
79938,975610
79939,634120
79948,31460
79956,12240
79957,108080
79962,27010
79964,140280
80004,3548730
80008,732280
80045,2553430
80070,2070
80141,2853900
80156,131110
80165,322250
80175,2260
80177,2140
80180,139343000
80182,1775750
80183,1554700
80184,5940
80186,1824680
80187,5007330
80188,20990
80189,46088040
80197,34520
80201,15310
80204,831880
80205,873250
80210,56560
80223,55260
80227,4130
80229,46050
80232,2459230
80241,612120
80242,127440
80249,2513820
80262,37020
80269,1254080
80286,599040
80294,131150
80295,30200
80316,12110
80340,5470
80399,1323290
80463,906180
80467,16700
80471,980940
80474,144660
80478,21410
80482,3054870
80484,217200
80488,8570
80492,4091270
80493,151230
80494,102470
80495,12020
80496,74840
80497,12905770
80498,95760
80502,100802210
80504,1346220
80509,949650
80512,661710
80522,7930
80523,225920
80541,83470
80552,2127250
80553,19160
80573,828140
80576,15980
80578,28880
80592,82200
80593,275780
80626,7700
80665,315530
80767,28067500
80778,80390
80782,110660
80796,1990
80797,4060
80800,3154930
80802,889240
80804,35480
80806,19460
80807,63230
80808,29140
80809,72393030
80813,58546910
80815,2026780
80816,82150960
80819,398180
80824,7517990
80832,5490
80838,12730
80852,187110
80854,34820
80857,2660
80860,2700
80861,145920
80862,73030
80866,18380
80874,19950
80879,7600
80880,113990
80918,2380
80946,352320
80951,1844880
81029,2920
81064,667460
81086,71000
81088,35150
81097,203160
81099,364150
81101,66940
81106,1563380
81141,434150
81144,7052440
81148,28030
81149,4610
81151,43266870
81156,50240
81169,13250
81175,9591460
81186,2485150
81195,62140
81237,205870
81239,286080
81247,69520
81250,5027970
81251,538210
81286,169340
81303,1947200
81336,1505270
81357,103660
81358,174270
81360,15000
81373,2210
81376,5780
81378,20269290
81379,20484720
81380,86070
81382,97510
81383,303990
81390,723620
81395,277580
81400,6060
81402,16290
81403,341990
81424,300350
81425,1250
81426,4197580
81430,1010
81454,3550890
81496,99000
81539,300390
81611,27861720
81623,41350
81634,175910
81636,5582820
81659,115910
81660,8352960
81665,315340
81670,1785450
81685,55820
81695,498420
81696,1627880
81705,17220
81707,467900
81708,12800
81711,1140
81713,854760
81721,325490
81723,5686180
81752,1050
81757,3330
81763,116590
81878,15415900
81893,13405830
81902,287139130
81923,5250
81930,46450
81931,13691620
81937,196380
81938,6540
81939,54590
81942,6620740
81943,11320
81945,45740
81948,34020
81987,112810
81988,81310
81989,71810
132238,2180
132258,19170
132277,731680
132321,18760
132333,63840
132342,2543290
132344,2206340
132356,81300
132391,275970
132392,59320
132393,6464320
132408,11650
132412,17995910
132414,132900
132416,57070
132420,5520
132446,4960620
132449,152960
132466,47229090
132482,9850
132491,54450
132494,89730
132495,26920
132542,4270
132553,1922300
132565,103570
132570,6890
132572,728780
132573,38970
132575,14090
132579,301320
132583,1360690
132617,3249100
132643,57280
132685,214920
132702,624600
132703,2064810
132704,67460
132706,12431110
132707,5020
132718,59470
132724,70170
132736,25905480
132761,362970
132770,2440
132771,11360
132772,20410
132776,1688180
132781,2028650
132797,104751450
132832,5840
132834,73160
132835,2032670
132841,4634720
132850,93360
132852,226940
132853,1578500
132932,5897960
132943,206630
132982,2756840
132983,1037780
133002,2604670
133003,81640
133013,881040
133024,2960
133055,176420
133077,2240
133078,15250
133081,13190
133088,547480
133123,3210
133141,14374350
133147,2490250
133154,204160
133158,22730
133169,1203900
133228,11669040
133278,295810
133280,4402460
133283,831270
133284,30680
133285,567950
133294,2063560
133296,69660
133298,1974800
133299,21602060
133303,146070
133327,634360
133351,309850
133364,215160
133367,138660
133384,1753120
133387,1560
133406,31910
133419,108030
133420,73990
133424,12746030
133436,122750
133438,1032680
133444,1806990
133468,485820
133511,5940
133547,1088000
133566,705180
133569,2206520
133570,11050
133573,113560
133593,14590
133594,320800
133610,1660
133613,156260
133628,516000
133637,406320
133645,5280
133646,231130
133650,3900
133655,175740
133665,3590
133669,55430
133685,159440
133691,15920
133697,2280
133710,5710
133711,8565990
133713,1351160
133714,1032220
133725,92610
133726,2240880
133727,7089640
133728,643360
133729,8231500
133737,345870
133779,11850
133794,1416980
133803,117020
133810,98438770
133816,16530
133834,40308320
133835,513170
133848,311960
133853,4964440
133857,824480
133859,331060
133861,261350
133890,5350
133914,21850
133924,13650
133926,191370
133937,6760
133956,26810
133959,3390
133965,11780
133969,50530
133974,188720
134031,404910
134057,12591820
134074,8060
134116,1015590
134117,30010
134118,559200
134122,1970
134137,106890
134141,690100
134144,901650
134159,24173270
134186,44700
134205,11420
134206,5230
134214,42190
134222,1080190
134232,9110
134243,76320
134245,1670
134248,81940
134264,7900
134276,46420
134284,37690
134290,117530
134295,59150
134304,760940
134305,6250340
134308,976410
134312,533920
134315,64840
134324,400550
134330,61180
134331,189740
134380,133280
134386,252480
134398,588540
134404,450230
134414,3640
134438,9427360
134441,7486780
134442,2953080
134452,4615240
134453,3555900
134454,45410
134460,46047420
134461,7663280
134510,52930
134517,349260
134518,31000
134520,10350
134521,24280
134534,92450
134563,1620
134569,842980
134573,1660
134579,353720
134596,75030
134597,53020
134603,4709750
134604,18040
134608,38690
134618,166120
134619,102380
134651,34820
134661,1740900
134668,14411010
134681,2443040
134718,3001940
134732,213110
134734,203210
134735,1696670
134736,117362620
134738,121860
134741,183370
134743,322230
134746,91740
134757,51780
134760,185430
134765,4737050
134825,3950
134851,9900
134865,59740
134870,4694330
134879,9870
134898,25161160
135027,1090
135029,35120
135030,15021240
135032,186740
135061,740530
135122,24780
135157,51430
135194,23900
135204,1016330
135208,247510
135214,5273590
135215,3672500
135287,5886650
135303,255890
135333,11224770
135335,13200
135338,299840
135340,19780720
135349,231630
135350,10051160
135360,366710
135370,102440
135414,13660
135417,363680
135424,128320
135429,15720
135466,1360
135473,7304630
135476,176230
135489,941840
135491,478920
135496,1510060
135499,6060
135526,4149650
135601,90290
135611,19360
135615,451900
135618,18799970
135654,7080
135688,59000
135691,3170
135694,405280
135695,21720
135699,285710
135700,33580
135710,8730
135722,363270
135745,303340
135750,486050
135759,56020
135762,570010
135764,128680
135765,2810
135766,202670
135767,171110
135768,93220
135772,5956690
135777,71191280
135778,642170
135779,10170
135852,5098760
135858,3409850
135893,16013940
135895,23980
135923,1296100
135930,18377340
135934,4790
135939,149170
135957,3650
135975,27170
135984,34010
136030,74380
136056,50520
136057,25014440
136184,7822700
136185,646460
136186,16590
136198,1179090
136203,1614400
136205,67310
136216,1750
136237,8420
136243,4520
136262,133880
136279,83350
136330,10560
136332,1700
136354,991900
136368,21321490
136496,5519000
136497,13520920
136511,24640
136516,3127600
136530,6500
136538,11600
136562,41260
136566,12050
136575,1410010
136580,171910
136596,44910
136599,18230
136610,6820
136627,1600
136639,35870
136655,24600
136656,7120
136661,1036720
136710,339690
136743,118760
136755,248550
136773,16674160
136774,82210
136779,495820
136788,91726400
136834,13934340
136846,49610
136853,89380
136854,87210
136865,224890
136871,69600
136898,2790
136911,20130
136912,6160
136915,390000
136916,7600
136917,6586920
136928,272130
136930,2290
136932,15030
136933,197760
136934,3479220
136937,35700
136949,992030
136950,445990
136960,289430
137005,984060
137016,470860
137053,21612740
137054,541560
137057,5204860
137077,4332210
137099,5450
137111,68690
137144,2830
137193,15430
137207,7780
137212,50060
137213,700620
137219,29380
137275,88218110
137322,40830
137345,21758180
137350,1800030
137351,6213480
137367,22000
137379,4087630
137380,12300
137425,108630
137426,43460
137436,12160
137519,8370
137520,267780
137548,55492850
137613,38130
137626,2042770
137627,705150
137648,287750
137651,71620
137658,343480
137666,1900
137682,8958420
137695,2230
137721,21890
137729,84240
137735,603670
137785,7584520
137792,406460
137800,454740
137809,93330220
137813,759700
137820,13852200
137829,2672860
137856,2197780
137858,7194220
137900,362860
137909,44140
137940,448320
137944,321740
137945,27444340
137951,5935500
137964,115700
137967,6802740
137972,7460
137974,17230
137977,7533670
137989,11609560
137991,147140
137997,4520
138027,571640
138029,210440
138056,224240
138074,55770
138099,47500
138102,19682850
138113,627450
138117,263910
138148,6315410
138176,668400
138181,87880
138207,3960
138225,6596610
138283,4515590
138292,76740
138293,170450
138296,8420
138299,39980
138312,20430
138315,21550
138316,7280
138346,325890
138351,11820
138377,44120
138378,3150
138379,5735060
138384,145505180
138387,10649180
138388,966660
138415,53630
138455,3047310
138463,1637220
138466,639010
138479,8560
138484,22960
138501,126320
138502,4006080
138519,7780520
138525,128203560
138526,796720
138538,33560
138545,64920
138553,1000
138565,372820
138582,151940
138592,110950
138601,131280
138604,102370
138610,5820
138611,20420
138612,406400
138616,218990
138618,1740
138622,14240
138644,62810
138667,15830
138682,193910
138690,599480
138708,973660
138713,451310
138717,4897330
138718,20530
138723,164390
138790,2017150
138811,2840
138825,89423530
138826,521220
138841,30363070
138844,104900
138845,1921510
138847,57670
138858,5030
138864,167020
138876,109740
138886,128360
138896,2880260
138918,24820
138932,100600
138933,109680
138936,17140
138940,2310
138954,1700
138965,484130
138973,42050
138994,11075370
138996,582000
139036,8610
139046,2160
139057,2525230
139099,28626190
139100,16670
139110,1297790
139179,1342210
139180,273070
139188,3068530
139196,6420
139200,54520
139202,19760
139203,11080
139210,37280
139722,1100
139734,66570
139737,59660
139750,5755380
139753,63280
139757,631610
139759,100900
139766,1148520
139774,5070
139803,1057300
139830,25200
139841,3428620
139850,10206790
139882,42720
139888,5176290
139895,1097180
139899,426560
139900,17893400
139902,5303030
139906,5681950
139955,21760
139970,532710
139974,9970
139980,169980
139997,2210
140018,2620
140020,5103900
140027,1585130
140046,107120
140048,36750
140057,313910
140062,347940
140064,255670
140065,160500
140090,1130080
140099,59190
140168,27442680
140172,191770
140173,887120
140176,494030
140190,18561930
140191,793460
140214,66249560
140259,1641890
140261,38320
140264,4210
140266,1387440
140273,2110560
140297,3340
140352,10041760
140357,369150
140362,1268810
140364,46800
140435,656390
140443,71050
140480,10566950
140487,276450
140489,1334820
140490,107440
140506,183630
140520,7860
140526,572160
140570,346700
140581,6380
140582,83810
140586,112960
140609,31900
140627,1850
140633,169200
140641,39318590
140648,84392450
140654,34660
140663,6920
140664,20080
140666,646980
140672,8530
140673,213756280
140681,257160
140708,415130
140803,5462350
140821,105768340
140823,917860
140842,2011480
140885,34300
140886,5040
140947,35080
140949,2554120
140950,87520
140955,140870
140958,5740
140960,281270
140961,14160
140966,8824950
140967,121360
140976,184480
141004,1239330
141022,7960
141038,106940
141050,325240
141055,8840
141056,1863560
141084,513410
141089,9370
141090,1092090
141094,2327580
141095,47416410
141104,26286380
141124,132420
141159,48250
141163,229930
141209,16430
141213,1369400
141216,7099160
141232,5498820
141243,3610
141248,494420
141249,1355380
141253,11159180
141305,1330
141323,36527930
141370,1020
141371,1956730
141372,180250
141375,8519030
141404,11450
141405,18690
141411,23550
141438,4360
141456,646050
141457,7310
141474,855300
141475,706230
141498,86330
141524,21700
141608,464070
141639,11960
141648,196730
141650,347010
141651,303040
141652,171350
141662,469180
141663,14514270
141666,690400
141667,711800
141673,91310
141693,45252860
141753,10890
141758,678180
141771,23390
141777,7770
141795,1110
141796,2240
141797,2450
141814,2290
141816,2885950
141825,6741010
141917,135680
141932,55566280
141933,3718750
141934,441610
141941,47914990
141944,85140
141955,880140
141960,5293060
141972,8200
141982,8920
141997,251750
142004,42750
142006,13080
142016,27880
142026,871610
142032,419240
142033,22240
192239,799310
192240,182150
192242,3628250
192255,108230
192259,52220
192261,336020
192265,6650
192268,14100
192273,1154730
192275,2078460
192276,5210
192279,20105310
192286,2229140
192291,30490
192292,73470
192298,165730
192353,7469810
192355,2280
192357,3852160
192359,15962440
192360,1255170
192361,9670
192362,24160
192363,511490
192364,267300
192367,3882200
192368,24480
192369,18360
192370,7880
192372,1056140
192376,1030810
192379,1520
192380,31940
192384,494430
192385,664130
192387,2300
192422,1299300
192433,309910
192438,2486670
192440,4940
192450,54509390
192502,47530
192549,32420
192560,960580
192568,2376390
192577,116360
192581,49310
192591,38860
192606,16883150
192667,6004990
192670,16030
192671,46181140
192673,1086570
192674,1266990
192675,839520
192676,4114890
192678,4370
192679,272560
192680,4121620
192681,123780
192683,2513840
192686,192380
192691,27130
192694,17330
192731,7629450
192732,228060
192735,1985520
192753,23180
192759,631720
192763,45500
192767,15950
192785,340110
192815,222260
192818,2560
192819,715640
192824,8630
192826,6170
192836,607340
192847,62050
192854,5526850
192855,845260
192858,140110
192859,254500
192885,2372140
192901,631720
192952,54050
192953,1152790
192954,20900
192956,5895540
192957,74950
192958,62140
192960,159440
192963,6961120
192964,280330
192965,37200
192971,1300
192972,504740
192974,679610
192978,1468410
192979,219820
193020,10946010
193063,29570
193079,34690
193086,10400
193120,62940
193132,30140
193133,11940
193136,46530
193138,4491560
193140,6990
193142,1030
193144,1815470
193155,165120
193157,4510
193162,42400
193165,4157920
193170,31080
193174,229530
193186,839380
193210,51010
193238,414200
193239,384880
193240,783350
193242,3693050
193249,775250
193250,1235020
193252,997660
193253,14290
193254,2320
193256,571710
193261,424410
193262,339920
193264,69900
193269,122460
193271,4560
193273,4180
193275,179590
193277,2110860
193293,1780
193306,292630
193308,136090
193312,79750
193317,36110
193322,34492660
193323,23660
193326,18935240
193344,3290
193345,4300
193353,17070
193355,72430
193357,13730
193371,18610
193402,2614640
193418,49340
193422,728060
193428,7500
193429,2220
193431,179220
193434,37890
193437,239810
193439,492180
193445,76700
193448,16200
193460,2525200
193493,27600
193512,248390
193518,26917710
193519,2685790
193520,2903710
193521,82290
193522,3507970
193523,8480
193525,252460
193528,936210
193530,1622220
193532,1580
193535,1840
193539,169890
193544,6050
193587,90680
193591,54560
193597,43920
193598,146150
193620,480420
193630,141400
193631,325560
193641,8020
193666,2388890
193688,9555230
193693,1424070
193707,3270
193708,1330
193719,16680
193722,69810
193733,45900
193739,1385920
193782,335388600
193787,2548030
193793,43900
193795,374140
193804,136270
193807,191260
193814,26620
193818,153170
193825,159770
193827,51870
193830,235190
193831,6670
193863,636320
193871,219440
193874,3892630
193897,1860
193908,13480
193953,5250
193955,5180
193971,67090
193983,437420
193998,66500
194001,30940
194071,37840
194077,510520
194079,6292370
194081,24444520
194087,26720
194088,16810
194091,315620
194092,1357090
194093,592480
194100,52880
194101,5684500
194109,397190
194133,599870510
194149,619620
194151,186150
194152,363900
194158,57300
194175,12040240
194180,11360
194200,56560
194209,82260
194229,24840
194265,85850
194268,16000
194280,4740
194286,4586440
194287,70310
194288,43700
194306,51030
194307,1380
194382,4151360
194385,287270
194393,406380
194394,21830
194395,7070
194403,517840
194405,121640
194406,10274460
194407,68440
194408,1396490
194410,32130
194412,361350
194417,37130
194418,405790
194419,199320
194420,162610
194421,94200
194429,50170
194439,85150
194475,912230
194476,12890
194491,958420
194526,4110160
194558,25680
194560,19020
194571,4190
194574,529210
194585,3920
194586,19250
194589,456620
194593,2580
194594,3490
194598,46660
194607,91670
194611,2259750
194679,19920
194680,68100
194683,1656130
194684,3607890
194685,80440
194686,22875920
194687,137120
194690,1199930
194691,29930
194692,9449200
194693,64900
194694,5100
194696,19600500
194699,128500
194700,2765110
194702,1015320
194703,54400
194704,1510
194707,1570
194710,945340
194711,98200
194755,804260
194788,842540
194791,1970
194797,3020
194802,248970
194804,10020
194807,21920
194815,1110
194831,794150
194847,687680
194856,59370
194863,2640
194871,1653510
194873,1980
194876,10470
194878,123290
194913,6934140
194964,92660
194982,7050
194983,27050
194984,20134360
194985,502300
194986,7370
194987,58020
194988,4940
194990,4251230
194991,24960
194992,4524880
194993,8329110
194994,12540
194995,526080
194996,212640
194997,4453180
194999,10770
195002,1755450
195007,18306230
195009,100430
195012,3236900
195014,4090
195019,58790
195025,1640
195060,36720
195064,36460
195072,70350
195074,90460
195075,220780
195079,8396750
195083,30889940
195106,7780
195107,1580
195108,7160
195124,14440
195125,6980
195177,11230
195195,222310
195197,1491400
195201,3040
195209,239680
195212,715260
195213,607600
195223,66950
195240,370050
195259,1526180
195289,39660
195294,213440
195300,624800
195301,135550
195306,1347540
195307,209190
195309,24370
195312,1280080
195313,88720
195314,2268420
195316,168040
195317,28130
195321,13466850
195328,10110
195363,770980
195392,335520
195398,223140
195400,17000
195401,4532310
195453,2787850
195460,30720
195461,14800
195462,24350
195464,34210
195480,1155010
195482,249680
195483,344080
195498,529240
195500,191930
195513,109400
195556,16120
195559,503600
195562,36702370
